plan_id,plan_date,customer_name,origin_plant,origin_state,destination,destination_state,distance_km,planned_qty_t,min_rake_tonnage,terminal_cost,expected_demurrage,priority_score,rake_available,siding_slots,inventory_t,production_forecast_t,yard_id,product_type,wagon_type,route_via,lead_time_days
PLAN_2024_0484,19/10/2025,Customer_2,Rourkela Steel Plant,Maharashtra,Jindal Steel Raigarh,Chhattisgarh,499,468,115,18873,6507,0.41,0,0,3659,1491,YARD_7,Limestone,BCN,Via Bilaspur,4
PLAN_2024_0485,13/11/2025,Customer_41,Durgapur Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Odisha,634,156,266,18193,1523,0.12,0,0,7945,2201,YARD_1,Limestone,BCN,Via Nagpur,5
PLAN_2024_0486,17/10/2025,Customer_28,Durgapur Steel Plant,West Bengal,Bhushan Steel Meramandali,Andhra Pradesh,1031,382,143,18679,1742,0.61,1,2,3802,4679,YARD_2,Coal,BCN,Via Tatanagar,7
PLAN_2024_0487,01/11/2025,Customer_19,Rourkela Steel Plant,Odisha,Essar Steel Hazira,Andhra Pradesh,1238,89,152,14254,1404,0.26,1,2,8261,774,YARD_5,Finished Steel,BCN,Via Bilaspur,5
PLAN_2024_0488,30/10/2025,Customer_36,Rourkela Steel Plant,Jharkhand,Essar Steel Hazira,Odisha,909,86,161,16817,2869,0.32,0,0,6571,641,YARD_2,Finished Steel,BRN,Via Bilaspur,4
PLAN_2024_0489,03/11/2025,Customer_23,Bhilai Steel Plant,West Bengal,Essar Steel Hazira,Maharashtra,1347,196,135,15696,7111,0.11,1,5,1382,4057,YARD_4,Iron Ore,BOXN,Via Nagpur,4
PLAN_2024_0490,31/10/2025,Customer_43,Rourkela Steel Plant,Maharashtra,JSW Steel Dolvi,West Bengal,1203,398,217,8448,7547,0.93,1,3,9382,4232,YARD_5,Finished Steel,BOXN,Via Nagpur,2
PLAN_2024_0491,09/11/2025,Customer_42,Rourkela Steel Plant,Odisha,RINL Visakhapatnam,Andhra Pradesh,833,399,110,12486,7158,0.19,0,0,8575,3432,YARD_2,Coal,BCN,Via Tatanagar,10
PLAN_2024_0492,07/11/2025,Customer_12,Bhilai Steel Plant,Maharashtra,Jindal Steel Raigarh,Gujarat,380,387,166,8642,3759,0.39,0,0,8127,3568,YARD_10,Iron Ore,BCN,Via Bilaspur,10
PLAN_2024_0493,12/11/2025,Customer_16,Bhilai Steel Plant,Gujarat,Bhushan Steel Meramandali,Maharashtra,697,423,161,19243,1512,0.31,0,0,6926,3958,YARD_4,Finished Steel,BCN,Via Nagpur,4
PLAN_2024_0494,12/11/2025,Customer_19,Rourkela Steel Plant,Odisha,Essar Steel Hazira,Maharashtra,787,107,243,11227,5837,0.92,0,0,2567,2205,YARD_3,Finished Steel,BCN,Via Nagpur,8
PLAN_2024_0495,22/10/2025,Customer_13,Bhilai Steel Plant,West Bengal,Tata Steel Jamshedpur,Andhra Pradesh,295,192,221,12539,1745,0.13,0,0,9632,4557,YARD_2,Coal,BTPN,Direct,10
PLAN_2024_0496,27/10/2025,Customer_25,Bokaro Steel Plant,Gujarat,Essar Steel Hazira,Odisha,822,357,213,15230,5411,0.54,0,0,7414,2281,YARD_2,Finished Steel,BCN,Via Bilaspur,3
PLAN_2024_0497,31/10/2025,Customer_3,Durgapur Steel Plant,Maharashtra,RINL Visakhapatnam,Chhattisgarh,716,481,147,19799,7781,0.94,1,5,9704,4645,YARD_2,Iron Ore,BCN,Via Tatanagar,9
PLAN_2024_0498,13/11/2025,Customer_18,Bhilai Steel Plant,Maharashtra,RINL Visakhapatnam,Odisha,406,228,300,11228,7014,0.42,1,1,8330,4409,YARD_8,Iron Ore,BCN,Via Bilaspur,6
PLAN_2024_0499,19/10/2025,Customer_41,Rourkela Steel Plant,Maharashtra,RINL Visakhapatnam,Odisha,1078,75,179,13637,3699,0.97,0,0,7306,716,YARD_1,Iron Ore,BRN,Via Nagpur,8
PLAN_2024_0500,01/11/2025,Customer_9,Durgapur Steel Plant,Chhattisgarh,SAIL Burnpur,Maharashtra,1008,298,284,17986,4676,0.71,1,3,3486,2355,YARD_7,Coal,BTPN,Direct,6
PLAN_2024_0501,29/10/2025,Customer_43,Rourkela Steel Plant,Odisha,Jindal Steel Raigarh,West Bengal,300,243,150,15111,6798,0.45,1,3,3201,803,YARD_9,Limestone,BRN,Via Tatanagar,6
PLAN_2024_0502,08/11/2025,Customer_4,Rourkela Steel Plant,Maharashtra,JSW Steel Dolvi,West Bengal,1248,162,276,8346,3456,0.36,0,0,1448,1644,YARD_5,Coal,BOXN,Via Bilaspur,7
PLAN_2024_0503,07/11/2025,Customer_5,Rourkela Steel Plant,Maharashtra,JSW Steel Dolvi,Andhra Pradesh,231,460,138,7077,3430,0.62,1,3,3309,2803,YARD_4,Coal,BTPN,Via Bilaspur,10
PLAN_2024_0504,27/10/2025,Customer_36,Rourkela Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Chhattisgarh,712,170,173,18304,3293,0.11,0,0,7539,4954,YARD_6,Finished Steel,BRN,Via Nagpur,10
PLAN_2024_0505,26/10/2025,Customer_48,Bhilai Steel Plant,Andhra Pradesh,Essar Steel Hazira,Gujarat,209,110,299,11042,2919,0.17,0,0,8988,1729,YARD_5,Finished Steel,BOXN,Direct,4
PLAN_2024_0506,23/10/2025,Customer_2,Bokaro Steel Plant,Odisha,Tata Steel Jamshedpur,Gujarat,973,441,149,17803,1121,0.9,0,0,6204,2606,YARD_9,Finished Steel,BRN,Via Nagpur,6
PLAN_2024_0507,01/11/2025,Customer_1,Bhilai Steel Plant,Gujarat,Jindal Steel Raigarh,Jharkhand,1390,460,122,15075,3762,0.64,1,1,3453,4158,YARD_4,Iron Ore,BOXN,Via Tatanagar,10
PLAN_2024_0508,06/11/2025,Customer_31,Durgapur Steel Plant,Maharashtra,JSW Steel Dolvi,Odisha,1382,261,252,16469,2713,0.28,0,0,4486,808,YARD_8,Coal,BCN,Direct,4
PLAN_2024_0509,27/10/2025,Customer_41,Bokaro Steel Plant,Andhra Pradesh,SAIL Burnpur,Maharashtra,1323,354,252,9947,5642,0.37,1,1,7251,1718,YARD_6,Finished Steel,BRN,Direct,2
PLAN_2024_0510,19/10/2025,Customer_9,Durgapur Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Chhattisgarh,1097,431,174,9539,6649,0.4,1,4,9185,2274,YARD_4,Finished Steel,BOXN,Via Nagpur,5
PLAN_2024_0511,06/11/2025,Customer_17,Rourkela Steel Plant,Jharkhand,Jindal Steel Raigarh,Maharashtra,201,85,121,9387,4700,0.33,1,5,9936,1931,YARD_6,Iron Ore,BTPN,Direct,2
PLAN_2024_0512,04/11/2025,Customer_11,Bokaro Steel Plant,Odisha,JSW Steel Dolvi,Jharkhand,535,192,236,12869,2334,0.32,0,0,7001,3574,YARD_4,Coal,BCN,Via Nagpur,6
PLAN_2024_0513,18/10/2025,Customer_20,Bhilai Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Maharashtra,554,123,246,16324,3995,0.58,0,0,2941,1857,YARD_6,Iron Ore,BCN,Via Tatanagar,8
PLAN_2024_0514,21/10/2025,Customer_26,Rourkela Steel Plant,Gujarat,Tata Steel Jamshedpur,Andhra Pradesh,429,475,107,19834,6631,0.82,1,1,8336,2496,YARD_7,Finished Steel,BRN,Via Tatanagar,4
PLAN_2024_0515,31/10/2025,Customer_34,Durgapur Steel Plant,Gujarat,JSW Steel Dolvi,Odisha,564,200,285,19287,4794,0.53,1,1,1503,3428,YARD_5,Iron Ore,BTPN,Via Bilaspur,10
PLAN_2024_0516,20/10/2025,Customer_17,Bhilai Steel Plant,Maharashtra,Jindal Steel Raigarh,West Bengal,1475,55,217,7965,3249,0.97,1,4,3711,1391,YARD_3,Coal,BCN,Via Nagpur,8
PLAN_2024_0517,12/11/2025,Customer_24,Bokaro Steel Plant,Jharkhand,RINL Visakhapatnam,Odisha,1435,140,238,6481,4212,0.83,1,2,4561,4493,YARD_1,Coal,BCN,Via Tatanagar,4
PLAN_2024_0518,28/10/2025,Customer_17,Bhilai Steel Plant,Gujarat,Bhushan Steel Meramandali,Andhra Pradesh,503,459,181,18139,1176,0.54,1,5,8014,4566,YARD_7,Coal,BCN,Direct,2
PLAN_2024_0519,01/11/2025,Customer_49,Bhilai Steel Plant,Gujarat,Essar Steel Hazira,West Bengal,415,469,106,16651,3799,0.68,0,0,3990,4174,YARD_7,Limestone,BCN,Via Nagpur,7
PLAN_2024_0520,18/10/2025,Customer_34,Durgapur Steel Plant,Jharkhand,SAIL Burnpur,Gujarat,528,271,108,13518,6575,0.39,1,5,5345,4526,YARD_7,Iron Ore,BOXN,Via Nagpur,10
PLAN_2024_0521,02/11/2025,Customer_24,Bhilai Steel Plant,Chhattisgarh,SAIL Burnpur,Maharashtra,354,56,115,9201,2760,0.18,0,0,8922,1756,YARD_8,Finished Steel,BTPN,Via Bilaspur,8
PLAN_2024_0522,13/11/2025,Customer_40,Bhilai Steel Plant,West Bengal,Bhushan Steel Meramandali,Gujarat,1106,437,155,14547,5152,0.84,1,5,1776,4876,YARD_1,Coal,BOXN,Direct,7
PLAN_2024_0523,09/11/2025,Customer_20,Durgapur Steel Plant,Odisha,Jindal Steel Raigarh,Maharashtra,594,114,224,5253,4632,0.39,1,5,8423,882,YARD_3,Finished Steel,BCN,Direct,9
PLAN_2024_0524,25/10/2025,Customer_46,Durgapur Steel Plant,Maharashtra,JSW Steel Dolvi,Jharkhand,650,311,294,16021,2525,0.65,1,1,7575,1571,YARD_1,Coal,BTPN,Via Bilaspur,2
PLAN_2024_0525,14/11/2025,Customer_27,Bhilai Steel Plant,Gujarat,Jindal Steel Raigarh,Maharashtra,266,325,106,18797,2799,0.5,0,0,7613,1614,YARD_10,Iron Ore,BRN,Via Nagpur,6
PLAN_2024_0526,16/10/2025,Customer_11,Bokaro Steel Plant,Maharashtra,Essar Steel Hazira,Gujarat,221,392,135,13012,4978,0.78,1,5,2610,3145,YARD_10,Coal,BRN,Via Tatanagar,10
PLAN_2024_0527,29/10/2025,Customer_5,Durgapur Steel Plant,Maharashtra,JSW Steel Dolvi,West Bengal,738,449,113,15441,6599,0.56,1,1,9506,3855,YARD_4,Limestone,BRN,Via Bilaspur,3
PLAN_2024_0528,26/10/2025,Customer_40,Bhilai Steel Plant,Gujarat,Tata Steel Jamshedpur,West Bengal,1021,331,217,8140,7484,0.67,1,4,1043,1746,YARD_9,Limestone,BTPN,Via Tatanagar,9
PLAN_2024_0529,14/11/2025,Customer_38,Durgapur Steel Plant,Jharkhand,Essar Steel Hazira,Andhra Pradesh,702,251,245,9711,4222,0.54,0,0,1495,3589,YARD_2,Finished Steel,BOXN,Via Bilaspur,9
PLAN_2024_0530,11/11/2025,Customer_16,Durgapur Steel Plant,Jharkhand,Essar Steel Hazira,Andhra Pradesh,1096,464,266,8514,3858,0.37,1,1,9251,4702,YARD_5,Coal,BOXN,Via Bilaspur,7
PLAN_2024_0531,13/11/2025,Customer_15,Bhilai Steel Plant,Odisha,Bhushan Steel Meramandali,Andhra Pradesh,568,55,198,14757,2375,0.19,1,4,5559,2447,YARD_10,Limestone,BRN,Via Tatanagar,5
PLAN_2024_0532,28/10/2025,Customer_18,Durgapur Steel Plant,Jharkhand,Bhushan Steel Meramandali,Gujarat,313,461,146,18786,4769,0.58,1,5,3414,1426,YARD_5,Limestone,BRN,Via Nagpur,7
PLAN_2024_0533,28/10/2025,Customer_41,Bhilai Steel Plant,Gujarat,JSW Steel Dolvi,Maharashtra,472,209,159,7554,5266,0.73,0,0,3070,2940,YARD_5,Coal,BCN,Direct,10
PLAN_2024_0534,30/10/2025,Customer_1,Bokaro Steel Plant,Odisha,Essar Steel Hazira,West Bengal,992,380,275,8102,5123,0.76,1,2,4613,608,YARD_1,Iron Ore,BTPN,Via Bilaspur,9
PLAN_2024_0535,21/10/2025,Customer_21,Rourkela Steel Plant,Chhattisgarh,SAIL Burnpur,West Bengal,1461,217,105,5063,7515,0.44,0,0,5697,1518,YARD_9,Limestone,BCN,Via Bilaspur,9
PLAN_2024_0536,06/11/2025,Customer_38,Durgapur Steel Plant,West Bengal,RINL Visakhapatnam,Chhattisgarh,1135,138,211,8074,6983,0.65,0,0,1905,2849,YARD_9,Coal,BOXN,Via Nagpur,7
PLAN_2024_0537,11/11/2025,Customer_15,Bhilai Steel Plant,Maharashtra,Bhushan Steel Meramandali,Andhra Pradesh,707,287,143,18025,3432,0.59,0,0,2343,1511,YARD_3,Finished Steel,BCN,Direct,8
PLAN_2024_0538,05/11/2025,Customer_28,Rourkela Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Gujarat,457,452,149,8945,5316,0.41,1,3,2795,4842,YARD_10,Iron Ore,BRN,Via Nagpur,9
PLAN_2024_0539,13/11/2025,Customer_26,Rourkela Steel Plant,West Bengal,JSW Steel Dolvi,Andhra Pradesh,373,56,172,8256,5708,0.42,0,0,5965,896,YARD_9,Coal,BCN,Via Nagpur,4
PLAN_2024_0540,23/10/2025,Customer_47,Durgapur Steel Plant,Odisha,Jindal Steel Raigarh,West Bengal,1433,449,176,17904,2992,0.96,1,2,3098,2237,YARD_8,Limestone,BOXN,Via Bilaspur,2
PLAN_2024_0541,30/10/2025,Customer_45,Bhilai Steel Plant,West Bengal,SAIL Burnpur,Andhra Pradesh,398,299,195,19935,3298,0.57,1,3,3378,4867,YARD_6,Finished Steel,BRN,Via Bilaspur,5
PLAN_2024_0542,09/11/2025,Customer_2,Rourkela Steel Plant,Maharashtra,Essar Steel Hazira,Chhattisgarh,1412,283,133,18674,7787,0.79,1,1,3438,4624,YARD_6,Finished Steel,BTPN,Direct,5
PLAN_2024_0543,04/11/2025,Customer_19,Bokaro Steel Plant,Maharashtra,RINL Visakhapatnam,Odisha,1491,370,187,9141,7846,0.59,0,0,6685,3358,YARD_1,Iron Ore,BRN,Direct,4
PLAN_2024_0544,17/10/2025,Customer_3,Durgapur Steel Plant,Odisha,RINL Visakhapatnam,Maharashtra,279,125,214,18486,7650,0.99,1,5,2136,4832,YARD_10,Coal,BOXN,Direct,5
PLAN_2024_0545,08/11/2025,Customer_48,Bhilai Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Gujarat,268,112,273,8429,3087,0.26,1,2,1798,567,YARD_8,Finished Steel,BCN,Via Nagpur,9
PLAN_2024_0546,22/10/2025,Customer_41,Bhilai Steel Plant,Gujarat,RINL Visakhapatnam,Odisha,671,401,167,11678,3397,0.75,1,3,9719,2929,YARD_6,Iron Ore,BCN,Via Nagpur,6
PLAN_2024_0547,19/10/2025,Customer_9,Durgapur Steel Plant,Maharashtra,Jindal Steel Raigarh,West Bengal,678,73,263,12918,5831,0.21,1,1,2847,2580,YARD_3,Coal,BOXN,Via Nagpur,3
PLAN_2024_0548,01/11/2025,Customer_23,Durgapur Steel Plant,West Bengal,Essar Steel Hazira,Chhattisgarh,1202,497,133,14212,4942,0.94,0,0,7265,3791,YARD_6,Iron Ore,BCN,Via Bilaspur,7
PLAN_2024_0549,22/10/2025,Customer_5,Bokaro Steel Plant,Odisha,SAIL Burnpur,Andhra Pradesh,1168,299,152,7204,4478,0.95,0,0,3362,4838,YARD_2,Coal,BCN,Direct,6
PLAN_2024_0550,25/10/2025,Customer_17,Bokaro Steel Plant,Maharashtra,JSW Steel Dolvi,Gujarat,1298,336,288,10776,4490,0.39,0,0,2694,4301,YARD_3,Limestone,BCN,Via Bilaspur,4
PLAN_2024_0551,03/11/2025,Customer_32,Bhilai Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Chhattisgarh,1145,276,238,18535,1744,0.96,0,0,5730,3267,YARD_3,Coal,BCN,Via Tatanagar,8
PLAN_2024_0552,16/10/2025,Customer_13,Bhilai Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Jharkhand,1152,338,227,14656,5406,0.86,0,0,6526,2794,YARD_4,Limestone,BOXN,Via Nagpur,5
PLAN_2024_0553,12/11/2025,Customer_41,Bhilai Steel Plant,Odisha,Bhushan Steel Meramandali,Jharkhand,762,206,233,7338,5405,0.5,0,0,2841,657,YARD_2,Limestone,BRN,Direct,10
PLAN_2024_0554,22/10/2025,Customer_28,Bhilai Steel Plant,Gujarat,Jindal Steel Raigarh,Odisha,348,320,129,8676,6737,0.99,0,0,8888,3301,YARD_4,Limestone,BRN,Via Tatanagar,8
PLAN_2024_0555,29/10/2025,Customer_16,Bhilai Steel Plant,Jharkhand,Essar Steel Hazira,Odisha,1141,374,140,5068,3401,0.85,1,1,6365,3293,YARD_5,Limestone,BRN,Via Tatanagar,6
PLAN_2024_0556,19/10/2025,Customer_28,Bhilai Steel Plant,Odisha,Tata Steel Jamshedpur,Gujarat,1097,315,241,9118,3835,0.18,0,0,8265,3437,YARD_1,Iron Ore,BCN,Via Bilaspur,4
PLAN_2024_0557,06/11/2025,Customer_24,Bhilai Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Maharashtra,693,52,231,18144,3646,0.79,1,2,7674,4563,YARD_10,Finished Steel,BOXN,Via Tatanagar,4
PLAN_2024_0558,14/11/2025,Customer_40,Rourkela Steel Plant,Jharkhand,JSW Steel Dolvi,Odisha,1212,325,225,19687,7665,0.4,1,4,9645,1762,YARD_4,Limestone,BRN,Direct,8
PLAN_2024_0559,20/10/2025,Customer_34,Bhilai Steel Plant,Gujarat,Tata Steel Jamshedpur,West Bengal,651,240,204,12588,7706,0.13,1,2,6158,4350,YARD_2,Iron Ore,BTPN,Via Tatanagar,10
PLAN_2024_0560,09/11/2025,Customer_28,Durgapur Steel Plant,Maharashtra,Tata Steel Jamshedpur,Odisha,703,469,292,11142,5165,0.11,1,3,6606,899,YARD_6,Limestone,BOXN,Via Bilaspur,10
PLAN_2024_0561,11/11/2025,Customer_25,Durgapur Steel Plant,Odisha,RINL Visakhapatnam,Chhattisgarh,219,417,190,13948,1486,0.96,0,0,9467,2458,YARD_3,Iron Ore,BCN,Direct,5
PLAN_2024_0562,23/10/2025,Customer_7,Rourkela Steel Plant,Odisha,SAIL Burnpur,Chhattisgarh,841,191,253,9718,4064,0.33,1,2,1230,3788,YARD_1,Finished Steel,BTPN,Via Nagpur,9
PLAN_2024_0563,31/10/2025,Customer_32,Durgapur Steel Plant,Andhra Pradesh,SAIL Burnpur,Chhattisgarh,884,88,200,8463,3021,0.55,0,0,3389,3051,YARD_9,Limestone,BCN,Via Nagpur,6
PLAN_2024_0564,04/11/2025,Customer_9,Bokaro Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Chhattisgarh,1205,468,228,19468,2165,0.91,0,0,4637,1473,YARD_10,Coal,BOXN,Direct,10
PLAN_2024_0565,07/11/2025,Customer_40,Bokaro Steel Plant,Odisha,Jindal Steel Raigarh,Gujarat,387,151,196,14841,4962,0.27,0,0,5757,1409,YARD_5,Iron Ore,BOXN,Via Bilaspur,4
PLAN_2024_0566,23/10/2025,Customer_32,Bhilai Steel Plant,Gujarat,JSW Steel Dolvi,West Bengal,955,294,222,15480,3655,0.33,1,4,2866,1664,YARD_7,Limestone,BCN,Via Bilaspur,2
PLAN_2024_0567,18/10/2025,Customer_37,Rourkela Steel Plant,Maharashtra,Essar Steel Hazira,West Bengal,486,151,110,6417,4156,0.34,0,0,4822,653,YARD_4,Coal,BRN,Direct,10
PLAN_2024_0568,24/10/2025,Customer_21,Rourkela Steel Plant,Andhra Pradesh,SAIL Burnpur,Odisha,882,51,132,16819,3105,0.23,0,0,3682,3633,YARD_10,Limestone,BRN,Via Tatanagar,2
PLAN_2024_0569,06/11/2025,Customer_50,Durgapur Steel Plant,Odisha,Jindal Steel Raigarh,Chhattisgarh,1275,76,109,16493,3223,0.87,0,0,3372,4184,YARD_7,Limestone,BTPN,Via Tatanagar,8
PLAN_2024_0570,29/10/2025,Customer_46,Bhilai Steel Plant,Jharkhand,Bhushan Steel Meramandali,Andhra Pradesh,487,271,169,10969,2357,0.35,1,3,2417,4949,YARD_5,Coal,BOXN,Via Tatanagar,8
PLAN_2024_0571,14/11/2025,Customer_47,Bokaro Steel Plant,Maharashtra,Bhushan Steel Meramandali,Andhra Pradesh,614,484,256,19761,1288,0.11,0,0,9896,3958,YARD_1,Iron Ore,BRN,Via Tatanagar,3
PLAN_2024_0572,24/10/2025,Customer_1,Bhilai Steel Plant,Chhattisgarh,JSW Steel Dolvi,Gujarat,444,250,257,7246,1183,0.27,1,2,4853,2083,YARD_3,Coal,BRN,Via Nagpur,6
PLAN_2024_0573,23/10/2025,Customer_50,Bokaro Steel Plant,Jharkhand,SAIL Burnpur,Chhattisgarh,278,442,180,9749,3825,0.58,0,0,5067,3566,YARD_10,Finished Steel,BTPN,Via Nagpur,8
PLAN_2024_0574,20/10/2025,Customer_23,Durgapur Steel Plant,Jharkhand,JSW Steel Dolvi,Gujarat,1319,166,288,15629,2273,0.54,1,1,7176,2412,YARD_2,Limestone,BTPN,Via Bilaspur,3
PLAN_2024_0575,09/11/2025,Customer_27,Durgapur Steel Plant,Chhattisgarh,JSW Steel Dolvi,Gujarat,840,178,299,17104,7987,0.8,1,2,8076,1588,YARD_7,Finished Steel,BTPN,Via Nagpur,4
PLAN_2024_0576,19/10/2025,Customer_16,Bhilai Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,Gujarat,306,253,162,18727,7928,0.63,0,0,4307,3512,YARD_8,Finished Steel,BOXN,Via Bilaspur,8
PLAN_2024_0577,19/10/2025,Customer_29,Bhilai Steel Plant,Gujarat,Bhushan Steel Meramandali,West Bengal,1197,150,255,18562,2360,0.19,1,5,1078,4648,YARD_7,Finished Steel,BRN,Via Tatanagar,3
PLAN_2024_0578,10/11/2025,Customer_17,Rourkela Steel Plant,West Bengal,Bhushan Steel Meramandali,Andhra Pradesh,641,66,147,8398,5646,0.58,1,5,8744,751,YARD_4,Limestone,BCN,Via Nagpur,4
PLAN_2024_0579,29/10/2025,Customer_5,Durgapur Steel Plant,Chhattisgarh,JSW Steel Dolvi,Jharkhand,792,173,158,13672,3019,0.38,1,1,9660,957,YARD_7,Iron Ore,BOXN,Via Bilaspur,10
PLAN_2024_0580,01/11/2025,Customer_29,Rourkela Steel Plant,West Bengal,SAIL Burnpur,Andhra Pradesh,495,343,157,13263,4304,0.49,0,0,8534,2173,YARD_6,Coal,BTPN,Via Tatanagar,2
PLAN_2024_0581,08/11/2025,Customer_11,Bhilai Steel Plant,Andhra Pradesh,Essar Steel Hazira,Gujarat,675,121,198,19392,4254,0.87,1,5,6464,3129,YARD_2,Iron Ore,BTPN,Direct,9
PLAN_2024_0582,22/10/2025,Customer_28,Bokaro Steel Plant,Gujarat,SAIL Burnpur,Chhattisgarh,955,342,140,18246,2300,0.11,0,0,5920,4915,YARD_2,Iron Ore,BTPN,Via Bilaspur,5
PLAN_2024_0583,31/10/2025,Customer_49,Bhilai Steel Plant,West Bengal,Tata Steel Jamshedpur,Maharashtra,1215,391,102,17685,5449,0.44,1,3,5554,2693,YARD_3,Iron Ore,BRN,Via Bilaspur,3
PLAN_2024_0584,18/10/2025,Customer_18,Bokaro Steel Plant,Gujarat,Tata Steel Jamshedpur,Jharkhand,228,277,291,15433,6981,0.41,1,3,5349,1034,YARD_2,Iron Ore,BOXN,Direct,3
PLAN_2024_0585,28/10/2025,Customer_18,Bokaro Steel Plant,Gujarat,SAIL Burnpur,Andhra Pradesh,260,288,118,13894,2975,0.89,1,2,1769,3708,YARD_9,Iron Ore,BRN,Via Bilaspur,8
PLAN_2024_0586,01/11/2025,Customer_43,Rourkela Steel Plant,Gujarat,Jindal Steel Raigarh,Odisha,839,238,266,9835,4481,0.11,1,3,1226,3653,YARD_8,Iron Ore,BTPN,Via Bilaspur,8
PLAN_2024_0587,24/10/2025,Customer_30,Durgapur Steel Plant,Odisha,JSW Steel Dolvi,Maharashtra,607,289,194,17356,4808,0.9,1,5,5588,2267,YARD_10,Limestone,BRN,Via Nagpur,2
PLAN_2024_0588,31/10/2025,Customer_16,Durgapur Steel Plant,West Bengal,SAIL Burnpur,Andhra Pradesh,600,137,227,19079,7273,0.48,1,4,3453,3507,YARD_8,Iron Ore,BRN,Via Tatanagar,3
PLAN_2024_0589,21/10/2025,Customer_17,Durgapur Steel Plant,Jharkhand,Jindal Steel Raigarh,Maharashtra,1053,100,153,15238,5444,0.67,1,3,4882,1252,YARD_7,Iron Ore,BTPN,Via Bilaspur,8
PLAN_2024_0590,25/10/2025,Customer_37,Durgapur Steel Plant,Odisha,RINL Visakhapatnam,Andhra Pradesh,1218,359,172,16395,6273,0.88,0,0,5757,4936,YARD_10,Limestone,BOXN,Via Tatanagar,9
PLAN_2024_0591,19/10/2025,Customer_26,Bokaro Steel Plant,Jharkhand,Essar Steel Hazira,Andhra Pradesh,207,302,123,19370,3776,0.47,1,4,1514,1046,YARD_1,Iron Ore,BRN,Via Bilaspur,4
PLAN_2024_0592,18/10/2025,Customer_23,Durgapur Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Jharkhand,363,54,242,10186,1780,0.27,1,1,6814,4933,YARD_4,Finished Steel,BRN,Via Nagpur,7
PLAN_2024_0593,28/10/2025,Customer_39,Durgapur Steel Plant,Odisha,SAIL Burnpur,Andhra Pradesh,374,433,142,19116,4448,0.21,0,0,5676,4704,YARD_7,Iron Ore,BCN,Direct,6
PLAN_2024_0594,26/10/2025,Customer_3,Durgapur Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Odisha,996,322,278,17573,3730,0.85,1,5,7146,4026,YARD_6,Finished Steel,BOXN,Via Tatanagar,6
PLAN_2024_0595,19/10/2025,Customer_34,Rourkela Steel Plant,Chhattisgarh,RINL Visakhapatnam,Odisha,415,111,115,19366,1257,0.67,1,5,6874,4726,YARD_8,Iron Ore,BOXN,Via Nagpur,5
PLAN_2024_0596,29/10/2025,Customer_31,Bokaro Steel Plant,Maharashtra,Bhushan Steel Meramandali,Gujarat,404,219,160,5505,2584,0.86,1,4,9900,1835,YARD_8,Limestone,BCN,Via Nagpur,10
PLAN_2024_0597,18/10/2025,Customer_24,Rourkela Steel Plant,Gujarat,Jindal Steel Raigarh,Jharkhand,495,170,175,5975,3787,0.86,1,3,8578,3464,YARD_2,Limestone,BRN,Via Nagpur,8
PLAN_2024_0598,10/11/2025,Customer_32,Rourkela Steel Plant,Maharashtra,Tata Steel Jamshedpur,Jharkhand,696,392,238,12760,2302,0.84,0,0,1611,2740,YARD_4,Coal,BTPN,Direct,3
PLAN_2024_0599,29/10/2025,Customer_18,Bhilai Steel Plant,Gujarat,RINL Visakhapatnam,West Bengal,1003,407,214,8753,5186,0.46,0,0,7419,4782,YARD_9,Coal,BOXN,Via Tatanagar,6
PLAN_2024_0600,03/11/2025,Customer_19,Durgapur Steel Plant,Odisha,Essar Steel Hazira,Maharashtra,1107,387,235,6151,5130,0.11,1,1,6664,2636,YARD_3,Finished Steel,BTPN,Direct,2
PLAN_2024_0601,04/11/2025,Customer_25,Bhilai Steel Plant,West Bengal,JSW Steel Dolvi,Odisha,1339,110,103,11624,6299,0.84,1,5,2653,637,YARD_3,Coal,BRN,Direct,4
PLAN_2024_0602,05/11/2025,Customer_4,Durgapur Steel Plant,West Bengal,SAIL Burnpur,Chhattisgarh,1095,121,165,11578,1202,0.96,0,0,9924,3761,YARD_9,Limestone,BRN,Via Tatanagar,2
PLAN_2024_0603,27/10/2025,Customer_15,Bhilai Steel Plant,Maharashtra,Jindal Steel Raigarh,Jharkhand,213,451,117,14611,1474,0.63,0,0,4369,1394,YARD_10,Coal,BRN,Direct,5
PLAN_2024_0604,14/11/2025,Customer_3,Rourkela Steel Plant,Odisha,Jindal Steel Raigarh,Jharkhand,1245,118,285,8505,4124,0.49,1,3,9156,4279,YARD_7,Iron Ore,BCN,Via Bilaspur,4
